Unnamed: 0,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
3135,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
3136,hepatitis b,itching, fatigue, lethargy, yellowish_skin
3137,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
3138,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
3139,hepatitis e, joint_pain, vomiting, fatigue, high_fever
3140,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3141,tuberculosis, chills, vomiting, fatigue, weight_loss
3142,common cold, continuous_sneezing, chills, fatigue, cough
3143,pneumonia, chills, fatigue, cough, high_fever
3144,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3145,heart attack, vomiting, breathlessness, sweating, chest_pain
3146,varicose veins, fatigue, cramps, bruising, obesity
3147,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3148,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
3149,hypoglycemia, vomiting, fatigue, anxiety, sweating
3150,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
3151,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3152,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
3153,acne, skin_rash, pus_filled_pimples, blackheads, scurring
3154,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3155,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3156,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3157,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3158,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3159,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
3160,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
3161,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
3162,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
3163,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3164,diabetes , fatigue, weight_loss, restlessness, lethargy
3165,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3166,bronchial asthma, fatigue, cough, high_fever, breathlessness
3167,hypertension , headache, chest_pain, dizziness, loss_of_balance
3168,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3169,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3170,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3171,jaundice,itching, vomiting, fatigue, weight_loss
3172,malaria, chills, vomiting, high_fever, sweating
3173,chicken pox,itching, skin_rash, fatigue, lethargy
3174,dengue, skin_rash, chills, joint_pain, vomiting
3175,typhoid, chills, vomiting, fatigue, high_fever
3176,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
3177,hepatitis b,itching, fatigue, lethargy, yellowish_skin
3178,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
3179,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
3180,hepatitis e, joint_pain, vomiting, fatigue, high_fever
3181,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3182,tuberculosis, chills, vomiting, fatigue, weight_loss
3183,common cold, continuous_sneezing, chills, fatigue, cough
3184,pneumonia, chills, fatigue, cough, high_fever
3185,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3186,heart attack, vomiting, breathlessness, sweating, chest_pain
3187,varicose veins, fatigue, cramps, bruising, obesity
3188,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3189,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
3190,hypoglycemia, vomiting, fatigue, anxiety, sweating
3191,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
3192,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3193,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
3194,acne, skin_rash, pus_filled_pimples, blackheads, scurring
3195,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3196,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3197,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3198,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3199,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3200,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
3201,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
3202,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
3203,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
3204,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3205,diabetes , fatigue, weight_loss, restlessness, lethargy
3206,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3207,bronchial asthma, fatigue, cough, high_fever, breathlessness
3208,hypertension , headache, chest_pain, dizziness, loss_of_balance
3209,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3210,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3211,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3212,jaundice,itching, vomiting, fatigue, weight_loss
3213,malaria, chills, vomiting, high_fever, sweating
3214,chicken pox,itching, skin_rash, fatigue, lethargy
3215,dengue, skin_rash, chills, joint_pain, vomiting
3216,typhoid, chills, vomiting, fatigue, high_fever
3217,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
3218,hepatitis b,itching, fatigue, lethargy, yellowish_skin
3219,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
3220,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
3221,hepatitis e, joint_pain, vomiting, fatigue, high_fever
3222,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3223,tuberculosis, chills, vomiting, fatigue, weight_loss
3224,common cold, continuous_sneezing, chills, fatigue, cough
3225,pneumonia, chills, fatigue, cough, high_fever
3226,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3227,heart attack, vomiting, breathlessness, sweating, chest_pain
3228,varicose veins, fatigue, cramps, bruising, obesity
3229,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3230,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
3231,hypoglycemia, vomiting, fatigue, anxiety, sweating
3232,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
3233,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3234,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
3235,acne, skin_rash, pus_filled_pimples, blackheads, scurring
3236,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3237,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3238,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3239,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3240,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3241,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
3242,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
3243,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
3244,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
3245,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3246,diabetes , fatigue, weight_loss, restlessness, lethargy
3247,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3248,bronchial asthma, fatigue, cough, high_fever, breathlessness
3249,hypertension , headache, chest_pain, dizziness, loss_of_balance
3250,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3251,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3252,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3253,jaundice,itching, vomiting, fatigue, weight_loss
3254,malaria, chills, vomiting, high_fever, sweating
3255,chicken pox,itching, skin_rash, fatigue, lethargy
3256,dengue, skin_rash, chills, joint_pain, vomiting
3257,typhoid, chills, vomiting, fatigue, high_fever
3258,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
3259,hepatitis b,itching, fatigue, lethargy, yellowish_skin
3260,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
3261,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
3262,hepatitis e, joint_pain, vomiting, fatigue, high_fever
3263,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3264,tuberculosis, chills, vomiting, fatigue, weight_loss
3265,common cold, continuous_sneezing, chills, fatigue, cough
3266,pneumonia, chills, fatigue, cough, high_fever
3267,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3268,heart attack, vomiting, breathlessness, sweating, chest_pain
3269,varicose veins, fatigue, cramps, bruising, obesity
3270,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3271,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
3272,hypoglycemia, vomiting, fatigue, anxiety, sweating
3273,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
3274,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3275,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
3276,acne, skin_rash, pus_filled_pimples, blackheads, scurring
3277,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3278,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3279,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3280,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3281,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3282,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
3283,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
3284,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
3285,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
3286,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3287,diabetes , fatigue, weight_loss, restlessness, lethargy
3288,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3289,bronchial asthma, fatigue, cough, high_fever, breathlessness
3290,hypertension , headache, chest_pain, dizziness, loss_of_balance
3291,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3292,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3293,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3294,jaundice,itching, vomiting, fatigue, weight_loss
3295,malaria, chills, vomiting, high_fever, sweating
3296,chicken pox,itching, skin_rash, fatigue, lethargy
3297,dengue, skin_rash, chills, joint_pain, vomiting
3298,typhoid, chills, vomiting, fatigue, high_fever
3299,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
3300,hepatitis b,itching, fatigue, lethargy, yellowish_skin
3301,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
3302,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
3303,hepatitis e, joint_pain, vomiting, fatigue, high_fever
3304,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3305,tuberculosis, chills, vomiting, fatigue, weight_loss
3306,common cold, continuous_sneezing, chills, fatigue, cough
3307,pneumonia, chills, fatigue, cough, high_fever
3308,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3309,heart attack, vomiting, breathlessness, sweating, chest_pain
3310,varicose veins, fatigue, cramps, bruising, obesity
3311,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3312,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
3313,hypoglycemia, vomiting, fatigue, anxiety, sweating
3314,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
3315,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3316,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
3317,acne, skin_rash, pus_filled_pimples, blackheads, scurring
3318,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3319,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3320,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3321,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3322,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3323,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
3324,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
3325,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
3326,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
3327,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3328,diabetes , fatigue, weight_loss, restlessness, lethargy
3329,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3330,bronchial asthma, fatigue, cough, high_fever, breathlessness
3331,hypertension , headache, chest_pain, dizziness, loss_of_balance
3332,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3333,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3334,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3335,jaundice,itching, vomiting, fatigue, weight_loss
3336,malaria, chills, vomiting, high_fever, sweating
3337,chicken pox,itching, skin_rash, fatigue, lethargy
3338,dengue, skin_rash, chills, joint_pain, vomiting
3339,typhoid, chills, vomiting, fatigue, high_fever
3340,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
3341,hepatitis b,itching, fatigue, lethargy, yellowish_skin
3342,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
3343,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
3344,hepatitis e, joint_pain, vomiting, fatigue, high_fever
3345,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3346,tuberculosis, chills, vomiting, fatigue, weight_loss
3347,common cold, continuous_sneezing, chills, fatigue, cough
3348,pneumonia, chills, fatigue, cough, high_fever
3349,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3350,heart attack, vomiting, breathlessness, sweating, chest_pain
3351,varicose veins, fatigue, cramps, bruising, obesity
3352,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3353,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
